market,event_phase,inclusion,window,window_slug,sample_filter,n_events,mean_car,std_car,se_car,ci_low_95,ci_high_95,t_stat,p_value
US,effective,0,"[-3,+3]",m3_p3,nonoverlap_120d,111,0.007592199570597836,0.10188063869392144,0.009670082282870697,-0.01136116170382873,0.026545560845024404,0.7851225406888666,0.4340694556034762
US,effective,0,"[-1,+1]",m1_p1,nonoverlap_120d,108,-0.0051458071898573335,0.0679938127049426,0.0065427076780712684,-0.01796951423887702,0.0076778998591623526,-0.7864950480829477,0.4333159482606386
US,effective,1,"[-5,+5]",m5_p5,nonoverlap_120d,253,0.0008647232842879626,0.08201417250969252,0.005156186848438131,-0.009241402938650773,0.010970849507226698,0.16770596367156426,0.8669491116308043
US,effective,1,"[-3,+3]",m3_p3,nonoverlap_120d,253,0.0002777847508846235,0.06563634128609933,0.004126521421391963,-0.007810197235043625,0.008365766736812871,0.06731692932564999,0.9463827782855503
US,effective,1,"[-1,+1]",m1_p1,nonoverlap_120d,252,-0.0006215190671140035,0.04462831991150073,0.002811319902772929,-0.006131706076548944,0.004888667942320937,-0.22107731905606753,0.8252119664978337
CN,announce,0,"[0,+5]",p0_p5,nonoverlap_120d,117,-0.010136895919474026,0.04511369378899725,0.0041707624662002795,-0.018311590353226576,-0.001962201485721479,-2.4304658924172964,0.016611166857269245
CN,announce,0,"[0,+20]",p0_p20,nonoverlap_120d,117,-0.004700323066425426,0.09656695096781881,0.008927617775120194,-0.022198453905661008,0.012797807772810154,-0.5264924176664971,0.5995513853617747
CN,announce,0,"[0,+60]",p0_p60,nonoverlap_120d,117,0.004400975629149599,0.1724494638720836,0.01594295857479672,-0.026847223177451973,0.03564917443575117,0.2760451021999669,0.7830046131010403
CN,announce,0,"[0,+120]",p0_p120,nonoverlap_120d,117,0.08534466006393243,0.27699690492467044,0.025608372919249302,0.0351522491422038,0.13553707098566106,3.332685771682923,0.0011546920948883196
CN,announce,1,"[0,+5]",p0_p5,nonoverlap_120d,117,0.026718321828495657,0.06444845280426785,0.005958261569489965,0.015040129152295327,0.038396514504695986,4.484247882857344,1.730260736962803e-05
