batch_id,announce_date,effective_date,ticker,security_name,inclusion,reconstructed_running_variable,cutoff,distance_to_cutoff,boundary_side,reference_warning
2025-11-28,2025-11-28,2025-12-12,000661,长春高新,1,304,300,4,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,601236,红塔证券,1,305,300,5,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,603806,福斯特,0,295,300,-5,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,600332,白云山,0,306,300,6,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,000800,一汽解放,0,294,300,-6,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,601799,星宇股份,0,293,300,-7,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,000876,新 希 望,1,307,300,7,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,600161,天坛生物,1,292,300,-8,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,688599,天合光能,0,308,300,8,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,300628,亿联网络,1,309,300,9,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,603833,欧派家居,0,291,300,-9,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,002180,纳思达,0,290,300,-10,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,000786,北新建材,1,310,300,10,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,002601,龙佰集团,1,311,300,11,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,300347,泰格医药,1,312,300,12,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,300896,爱美客,1,313,300,13,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
